                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                 1.3553,                0.84012,                0.98815,                0.78644,                0.70909,                0.76851,                0.41599,                 1.6216,                 1.1393,                 1.1295,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.4526,                 0.8743,                 1.0132,                 0.7672,                0.70909,                0.77658,                0.41952,                 1.5962,                  1.068,                 1.1095,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.3707,                0.85198,                 1.0147,                 0.7672,                0.70909,                0.77658,                0.41952,                 1.5962,                  1.068,                 1.1095,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.3941,                0.83085,                0.98961,                0.80416,                0.71515,                0.79436,                0.41777,                 1.6212,                 1.0267,                 1.0967,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.3896,                0.86612,                0.99019,                0.80416,                0.71515,                0.79436,                0.41777,                 1.6212,                 1.0267,                 1.0967,               0.000911,               0.000911,               0.000911
                     58,                  1.369,                0.82357,                0.99256,                 0.8836,                0.69011,                0.81405,                 0.4412,                 1.5618,                0.97488,                 1.0797,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.3966,                0.89686,                 1.0409,                 0.8836,                0.69011,                0.81405,                 0.4412,                 1.5618,                0.97488,                 1.0797,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.3924,                0.83021,                0.98357,                0.82229,                0.72912,                0.82567,                0.45248,                 1.5459,                0.96956,                 1.0719,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.4466,                0.86854,                 0.9939,                0.82229,                0.72912,                0.82567,                0.45248,                 1.5459,                0.96956,                 1.0719,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.3438,                0.83144,                0.98075,                0.83514,                0.73685,                0.82505,                0.44514,                 1.5235,                0.95499,                 1.0671,               0.000812,               0.000812,               0.000812
                     63,                 1.3208,                0.79495,                0.96899,                0.83514,                0.73685,                0.82505,                0.44514,                 1.5235,                0.95499,                 1.0671,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.3842,                0.84762,                0.99375,                0.88944,                0.73137,                0.83191,                0.45069,                 1.5203,                0.95915,                 1.0734,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.2846,                0.78023,                0.97151,                0.88944,                0.73137,                0.83191,                0.45069,                 1.5203,                0.95915,                 1.0734,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.3306,                0.80359,                0.96469,                0.86882,                0.69697,                0.81009,                0.45306,                 1.5485,                0.97307,                 1.0781,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.3058,                0.79383,                 0.9645,                0.86882,                0.69697,                0.81009,                0.45306,                 1.5485,                0.97307,                 1.0781,               0.000713,               0.000713,               0.000713
                     68,                 1.3108,                0.79347,                0.96568,                0.82914,                0.73527,                 0.8148,                0.44307,                 1.5636,                0.95321,                 1.0806,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.3161,                0.80211,                0.98708,                0.82914,                0.73527,                 0.8148,                0.44307,                 1.5636,                0.95321,                 1.0806,              0.0006734,              0.0006734,              0.0006734
                     70,                  1.324,                0.80326,                0.96495,                0.85094,                0.73939,                0.83229,                0.45549,                 1.5438,                0.92834,                 1.0845,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.3359,                0.80472,                0.98651,                0.85094,                0.73939,                0.83229,                0.45549,                 1.5438,                0.92834,                 1.0845,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.2973,                0.78527,                0.97576,                0.87865,                0.76364,                0.85063,                0.46242,                  1.505,                0.88028,                 1.0758,               0.000614,               0.000614,               0.000614
                     73,                 1.2704,                0.77042,                0.97294,                0.87865,                0.76364,                0.85063,                0.46242,                  1.505,                0.88028,                 1.0758,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.2873,                  0.758,                0.95029,                0.89391,                0.76601,                 0.8558,                0.47763,                 1.4837,                0.86086,                 1.0722,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.2313,                0.74317,                0.95006,                0.89391,                0.76601,                 0.8558,                0.47763,                 1.4837,                0.86086,                 1.0722,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.2377,                0.74938,                 0.9677,                 0.8946,                 0.7697,                0.85217,                0.48755,                 1.4662,                0.85638,                 1.0734,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.2133,                0.76354,                0.97273,                 0.8946,                 0.7697,                0.85217,                0.48755,                 1.4662,                0.85638,                 1.0734,               0.000515,               0.000515,               0.000515
                     78,                 1.2366,                0.74504,                0.96287,                0.84637,                0.76795,                0.83896,                0.47504,                 1.4638,                0.86279,                 1.0685,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.2188,                0.73819,                0.95517,                0.84637,                0.76795,                0.83896,                0.47504,                 1.4638,                0.86279,                 1.0685,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.2762,                0.74199,                0.95677,                0.83508,                0.78182,                0.83387,                0.47189,                 1.4928,                0.88404,                 1.0745,              0.0004556,              0.0004556,              0.0004556
                     81,                  1.235,                0.73642,                0.96314,                0.83508,                0.78182,                0.83387,                0.47189,                 1.4928,                0.88404,                 1.0745,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.2446,                0.75612,                0.96248,                0.86552,                0.74113,                0.82585,                0.46483,                 1.5112,                0.89859,                 1.0815,               0.000416,               0.000416,               0.000416
                     83,                 1.2379,                0.75123,                0.96193,                0.86552,                0.74113,                0.82585,                0.46483,                 1.5112,                0.89859,                 1.0815,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.2773,                0.74814,                0.95756,                0.88528,                0.74829,                0.82506,                0.46154,                 1.4947,                0.89102,                 1.0775,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.2373,                0.74707,                0.95912,                0.88528,                0.74829,                0.82506,                0.46154,                 1.4947,                0.89102,                 1.0775,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.2331,                0.73159,                 0.9407,                0.88394,                0.75152,                0.83189,                0.46787,                 1.4959,                0.88706,                 1.0779,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.4061,                0.79137,                0.96411,                0.88394,                0.75152,                0.83189,                0.46787,                 1.4959,                0.88706,                 1.0779,               0.000317,               0.000317,               0.000317
                     88,                 1.2638,                0.74326,                0.96081,                0.86531,                0.75152,                 0.8349,                0.47028,                 1.4985,                0.87814,                 1.0766,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.2234,                0.76096,                0.96752,                0.86531,                0.75152,                 0.8349,                0.47028,                 1.4985,                0.87814,                 1.0766,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.2404,                0.74424,                 0.9661,                0.87996,                0.75529,                0.85054,                 0.4724,                 1.5112,                0.86149,                 1.0768,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.1789,                0.77758,                0.94776,                0.87996,                0.75529,                0.85054,                 0.4724,                 1.5112,                0.86149,                 1.0768,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.1926,                0.84101,                0.95162,                0.86721,                0.75205,                0.84494,                0.47427,                 1.4974,                0.84286,                  1.071,               0.000218,               0.000218,               0.000218
                     93,                 1.1836,                0.78185,                0.96288,                0.86721,                0.75205,                0.84494,                0.47427,                 1.4974,                0.84286,                  1.071,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.2198,                 0.8512,                 0.9725,                0.86856,                0.76096,                0.85177,                0.47495,                 1.4867,                0.83674,                 1.0717,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.1894,                0.75684,                 0.9406,                0.86856,                0.76096,                0.85177,                0.47495,                 1.4867,                0.83674,                 1.0717,              0.0001586,              0.0001586,              0.0001586
                     96,                  1.135,                0.73789,                0.96167,                0.87798,                0.73939,                0.83972,                0.47278,                   1.48,                0.83768,                 1.0729,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.2018,                0.76554,                0.95666,                0.87798,                0.73939,                0.83972,                0.47278,                   1.48,                0.83768,                 1.0729,               0.000119,               0.000119,               0.000119
                     98,                 1.1735,                0.76257,                0.95326,                0.87202,                0.76364,                0.85387,                0.47637,                  1.477,                0.83564,                 1.0746,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.1135,                0.71266,                0.95311,                0.87202,                0.76364,                0.85387,                0.47637,                  1.477,                0.83564,                 1.0746,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.1906,                0.78198,                0.97712,                0.88685,                0.76008,                0.85243,                0.47761,                 1.4758,                0.83456,                 1.0753,               5.96e-05,               5.96e-05,               5.96e-05
