                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 1.4173,                0.88827,                0.99836,                0.73164,                0.66667,                0.74291,                0.38844,                 1.7299,                 1.2782,                 1.1242,              0.0013923,              0.0013923,              0.0013923
                     46,                 1.4701,                0.92501,                  1.008,                0.77623,                0.69377,                0.75654,                0.39254,                 1.6363,                 1.1946,                 1.1008,              0.0014146,              0.0014146,              0.0014146
                     47,                 1.3756,                 0.8622,                 1.0071,                0.77623,                0.69377,                0.75654,                0.39254,                 1.6363,                 1.1946,                 1.1008,              0.0014365,              0.0014365,              0.0014365
                     48,                 1.4314,                0.93327,                 1.0164,                0.74121,                0.65964,                  0.728,                0.36963,                 1.7784,                 1.2586,                 1.1733,               0.001458,               0.001458,               0.001458
                     49,                 1.5051,                0.97949,                  1.076,                0.74121,                0.65964,                  0.728,                0.36963,                 1.7784,                 1.2586,                 1.1733,              0.0014791,              0.0014791,              0.0014791
                     50,                  1.429,                0.84857,                 1.0109,                0.73662,                0.67801,                0.71177,                0.35678,                 1.7593,                 1.3049,                 1.1673,              0.0014998,              0.0014998,              0.0014998
                     51,                 1.4185,                0.88421,                 1.0181,                0.73662,                0.67801,                0.71177,                0.35678,                 1.7593,                 1.3049,                 1.1673,               0.001505,               0.001505,               0.001505
                     52,                   1.39,                 0.8724,                0.99464,                0.81085,                 0.6495,                0.72015,                0.37069,                 1.6825,                 1.3057,                 1.1334,               0.001505,               0.001505,               0.001505
                     53,                 1.3693,                0.84651,                0.99219,                0.81085,                 0.6495,                0.72015,                0.37069,                 1.6825,                 1.3057,                 1.1334,              0.0014951,              0.0014951,              0.0014951
                     54,                 1.4522,                0.88222,                 1.0148,                0.79226,                0.69343,                0.75267,                0.40584,                  1.651,                 1.1451,                 1.1123,              0.0014852,              0.0014852,              0.0014852
                     55,                 1.4507,                0.91527,                 1.0412,                0.79226,                0.69343,                0.75267,                0.40584,                  1.651,                 1.1451,                 1.1123,              0.0014753,              0.0014753,              0.0014753
                     56,                 1.4204,                0.85129,                0.99893,                0.81242,                0.73498,                 0.7977,                0.43912,                 1.6015,                  1.014,                 1.0851,              0.0014654,              0.0014654,              0.0014654
                     57,                 1.3978,                0.91837,                0.99326,                0.81242,                0.73498,                 0.7977,                0.43912,                 1.6015,                  1.014,                 1.0851,              0.0014555,              0.0014555,              0.0014555
                     58,                  1.367,                0.87436,                0.99064,                0.85996,                0.70716,                  0.811,                0.40261,                 1.6395,                 1.0086,                  1.118,              0.0014456,              0.0014456,              0.0014456
                     59,                 1.3343,                0.89178,                 1.0181,                0.85996,                0.70716,                  0.811,                0.40261,                 1.6395,                 1.0086,                  1.118,              0.0014357,              0.0014357,              0.0014357
                     60,                  1.461,                 0.8583,                0.99648,                0.87975,                0.70944,                0.82016,                0.42703,                 1.5957,                0.97971,                 1.1014,              0.0014258,              0.0014258,              0.0014258
                     61,                 1.4978,                 0.8811,                 1.0083,                0.87975,                0.70944,                0.82016,                0.42703,                 1.5957,                0.97971,                 1.1014,              0.0014159,              0.0014159,              0.0014159
                     62,                 1.3742,                0.84954,                0.98871,                0.83935,                0.72831,                0.80674,                0.43595,                  1.568,                0.98884,                 1.1008,               0.001406,               0.001406,               0.001406
                     63,                 1.3354,                0.80907,                0.97521,                0.83935,                0.72831,                0.80674,                0.43595,                  1.568,                0.98884,                 1.1008,              0.0013961,              0.0013961,              0.0013961
                     64,                 1.3897,                0.86455,                 1.0043,                0.84106,                0.70909,                0.79374,                0.43545,                 1.5605,                0.99362,                 1.1053,              0.0013862,              0.0013862,              0.0013862
                     65,                 1.2998,                0.79457,                0.98259,                0.84106,                0.70909,                0.79374,                0.43545,                 1.5605,                0.99362,                 1.1053,              0.0013763,              0.0013763,              0.0013763
                     66,                 1.3293,                0.80805,                0.96836,                0.85979,                0.69091,                0.79976,                0.42217,                 1.6071,                 1.0181,                 1.1118,              0.0013664,              0.0013664,              0.0013664
                     67,                 1.3414,                0.80931,                0.97933,                0.85979,                0.69091,                0.79976,                0.42217,                 1.6071,                 1.0181,                 1.1118,              0.0013565,              0.0013565,              0.0013565
                     68,                 1.3061,                0.79714,                0.97033,                0.89415,                0.71675,                0.83687,                0.43467,                 1.6146,                0.99987,                   1.11,              0.0013466,              0.0013466,              0.0013466
                     69,                 1.3296,                0.79772,                0.98793,                0.89415,                0.71675,                0.83687,                0.43467,                 1.6146,                0.99987,                   1.11,              0.0013367,              0.0013367,              0.0013367
                     70,                 1.3229,                0.79075,                0.96479,                0.87853,                0.74514,                0.84231,                0.47296,                 1.5408,                0.94655,                 1.0922,              0.0013268,              0.0013268,              0.0013268
                     71,                 1.3126,                0.80305,                0.97981,                0.87853,                0.74514,                0.84231,                0.47296,                 1.5408,                0.94655,                 1.0922,              0.0013169,              0.0013169,              0.0013169
                     72,                 1.2836,                0.78023,                0.96886,                0.87981,                0.75423,                0.84262,                0.45728,                 1.5737,                0.95338,                 1.1354,               0.001307,               0.001307,               0.001307
                     73,                 1.2661,                0.79072,                0.97473,                0.87981,                0.75423,                0.84262,                0.45728,                 1.5737,                0.95338,                 1.1354,              0.0012971,              0.0012971,              0.0012971
                     74,                  1.355,                0.78833,                0.96469,                0.89538,                0.73939,                0.82905,                0.44824,                 1.5814,                0.94136,                  1.141,              0.0012872,              0.0012872,              0.0012872
                     75,                 1.2896,                0.78761,                0.97033,                0.89538,                0.73939,                0.82905,                0.44824,                 1.5814,                0.94136,                  1.141,              0.0012773,              0.0012773,              0.0012773
                     76,                 1.2557,                 0.7832,                 0.9759,                0.89717,                0.70909,                0.82765,                0.44619,                 1.5668,                0.92726,                 1.1257,              0.0012674,              0.0012674,              0.0012674
                     77,                 1.2283,                0.77083,                0.98306,                0.89717,                0.70909,                0.82765,                0.44619,                 1.5668,                0.92726,                 1.1257,              0.0012575,              0.0012575,              0.0012575
                     78,                 1.2414,                0.76629,                0.97056,                0.82887,                 0.7632,                0.82824,                0.44127,                 1.6154,                0.94175,                 1.1341,              0.0012476,              0.0012476,              0.0012476
                     79,                 1.2533,                0.77093,                0.97122,                0.82887,                 0.7632,                0.82824,                0.44127,                 1.6154,                0.94175,                 1.1341,              0.0012377,              0.0012377,              0.0012377
                     80,                 1.2934,                0.76314,                0.96832,                0.78405,                0.73939,                0.80066,                0.43873,                 1.6159,                0.98662,                  1.134,              0.0012278,              0.0012278,              0.0012278
                     81,                 1.2623,                0.76951,                0.97412,                0.78405,                0.73939,                0.80066,                0.43873,                 1.6159,                0.98662,                  1.134,              0.0012179,              0.0012179,              0.0012179
                     82,                 1.2695,                0.79054,                0.97155,                0.79119,                0.70303,                0.78898,                0.44265,                 1.5748,                 1.0232,                 1.1299,               0.001208,               0.001208,               0.001208
                     83,                 1.2921,                0.78349,                0.97275,                0.79119,                0.70303,                0.78898,                0.44265,                 1.5748,                 1.0232,                 1.1299,              0.0011981,              0.0011981,              0.0011981
                     84,                 1.2856,                0.76894,                0.96108,                0.82373,                0.73637,                0.81616,                0.42916,                 1.6171,                  1.027,                 1.1433,              0.0011882,              0.0011882,              0.0011882
                     85,                 1.2889,                0.76369,                0.96693,                0.82373,                0.73637,                0.81616,                0.42916,                 1.6171,                  1.027,                 1.1433,              0.0011783,              0.0011783,              0.0011783
                     86,                 1.3202,                0.75649,                0.95809,                0.84031,                0.73333,                0.81414,                 0.4294,                 1.6153,                0.99668,                 1.1272,              0.0011684,              0.0011684,              0.0011684
                     87,                 1.3754,                0.79385,                0.95956,                0.84031,                0.73333,                0.81414,                 0.4294,                 1.6153,                0.99668,                 1.1272,              0.0011585,              0.0011585,              0.0011585
                     88,                 1.3026,                0.76496,                0.97014,                  0.913,                0.72727,                0.83027,                0.44016,                 1.6244,                0.94398,                 1.1268,              0.0011486,              0.0011486,              0.0011486
                     89,                 1.2982,                0.79752,                0.98378,                  0.913,                0.72727,                0.83027,                0.44016,                 1.6244,                0.94398,                 1.1268,              0.0011387,              0.0011387,              0.0011387
                     90,                  1.308,                0.77466,                0.97839,                0.92365,                0.73939,                0.84727,                0.45673,                 1.5844,                0.90041,                 1.1237,              0.0011288,              0.0011288,              0.0011288
                     91,                 1.2047,                0.72564,                 0.9528,                0.92365,                0.73939,                0.84727,                0.45673,                 1.5844,                0.90041,                 1.1237,              0.0011189,              0.0011189,              0.0011189
                     92,                 1.2057,                0.73981,                0.95757,                0.91836,                0.74995,                 0.8701,                0.45156,                 1.5807,                0.87069,                 1.1299,               0.001109,               0.001109,               0.001109
                     93,                 1.3011,                0.77434,                0.99115,                0.91836,                0.74995,                 0.8701,                0.45156,                 1.5807,                0.87069,                 1.1299,              0.0010991,              0.0010991,              0.0010991
                     94,                 1.3569,                0.78487,                0.99452,                 0.9329,                0.75832,                0.86882,                0.47607,                 1.5466,                  0.845,                 1.1273,              0.0010892,              0.0010892,              0.0010892
                     95,                 1.3414,                 0.7428,                 0.9562,                 0.9329,                0.75832,                0.86882,                0.47607,                 1.5466,                  0.845,                 1.1273,              0.0010793,              0.0010793,              0.0010793
                     96,                 1.4083,                0.76977,                0.96195,                0.91267,                0.78182,                0.85087,                0.46578,                  1.517,                0.86384,                 1.1185,              0.0010694,              0.0010694,              0.0010694
                     97,                 1.2339,                0.73384,                0.94431,                0.91267,                0.78182,                0.85087,                0.46578,                  1.517,                0.86384,                 1.1185,              0.0010595,              0.0010595,              0.0010595
                     98,                 1.2873,                0.77774,                 0.9725,                0.85784,                0.76799,                 0.8221,                0.42635,                 1.6124,                0.89003,                 1.1429,              0.0010496,              0.0010496,              0.0010496
                     99,                 1.2877,                0.75075,                0.95637,                0.85784,                0.76799,                 0.8221,                0.42635,                 1.6124,                0.89003,                 1.1429,              0.0010397,              0.0010397,              0.0010397
                    100,                  1.271,                0.76419,                0.95769,                0.90454,                0.77576,                 0.8423,                0.44648,                 1.5832,                0.85909,                 1.1253,              0.0010298,              0.0010298,              0.0010298
                    101,                  1.259,                0.73481,                0.96123,                0.90454,                0.77576,                 0.8423,                0.44648,                 1.5832,                0.85909,                 1.1253,              0.0010199,              0.0010199,              0.0010199
                    102,                 1.2737,                0.73366,                0.95786,                0.94074,                0.76965,                 0.8692,                0.45575,                 1.5466,                0.85698,                  1.111,                0.00101,                0.00101,                0.00101
                    103,                 1.2441,                0.74867,                 0.9628,                0.94074,                0.76965,                 0.8692,                0.45575,                 1.5466,                0.85698,                  1.111,              0.0010001,              0.0010001,              0.0010001
                    104,                 1.2194,                 0.7452,                0.96693,                0.91729,                0.78788,                0.88167,                0.46792,                  1.537,                0.84778,                  1.103,              0.0009902,              0.0009902,              0.0009902
                    105,                 1.2498,                0.76265,                0.95639,                0.91729,                0.78788,                0.88167,                0.46792,                  1.537,                0.84778,                  1.103,              0.0009803,              0.0009803,              0.0009803
                    106,                 1.2517,                0.72832,                0.94094,                0.97006,                0.76364,                0.89176,                0.47559,                 1.5395,                0.82467,                 1.1079,              0.0009704,              0.0009704,              0.0009704
                    107,                 1.1863,                0.72564,                0.92519,                0.97006,                0.76364,                0.89176,                0.47559,                 1.5395,                0.82467,                 1.1079,              0.0009605,              0.0009605,              0.0009605
                    108,                 1.2228,                0.70947,                0.93809,                0.94736,                0.76348,                0.88347,                0.47894,                  1.542,                0.81574,                 1.1151,              0.0009506,              0.0009506,              0.0009506
                    109,                 1.2143,                0.71738,                0.95844,                0.94736,                0.76348,                0.88347,                0.47894,                  1.542,                0.81574,                 1.1151,              0.0009407,              0.0009407,              0.0009407
                    110,                 1.2585,                0.72364,                0.94336,                0.89169,                0.79837,                 0.8684,                0.46826,                 1.5492,                0.81818,                  1.124,              0.0009308,              0.0009308,              0.0009308
                    111,                  1.264,                0.78977,                0.96376,                0.89169,                0.79837,                 0.8684,                0.46826,                 1.5492,                0.81818,                  1.124,              0.0009209,              0.0009209,              0.0009209
                    112,                 1.2367,                0.73455,                0.96085,                0.91751,                0.80606,                0.88611,                0.48872,                 1.5067,                0.80543,                 1.1118,               0.000911,               0.000911,               0.000911
                    113,                 1.1914,                0.70298,                0.93874,                0.91751,                0.80606,                0.88611,                0.48872,                 1.5067,                0.80543,                 1.1118,              0.0009011,              0.0009011,              0.0009011
                    114,                  1.162,                0.69119,                0.94096,                 0.9355,                0.79111,                0.88692,                0.47764,                 1.5271,                 0.8114,                 1.1192,              0.0008912,              0.0008912,              0.0008912
                    115,                 1.2325,                0.70253,                0.94371,                 0.9355,                0.79111,                0.88692,                0.47764,                 1.5271,                 0.8114,                 1.1192,              0.0008813,              0.0008813,              0.0008813
                    116,                 1.2212,                0.68555,                0.93502,                0.93465,                0.79394,                0.89061,                0.46795,                 1.5295,                0.81382,                 1.1212,              0.0008714,              0.0008714,              0.0008714
                    117,                 1.2006,                0.69648,                0.94633,                0.93465,                0.79394,                0.89061,                0.46795,                 1.5295,                0.81382,                 1.1212,              0.0008615,              0.0008615,              0.0008615
                    118,                 1.2523,                0.71471,                0.95039,                0.93016,                0.80606,                0.87941,                0.46616,                 1.5173,                0.81071,                 1.1136,              0.0008516,              0.0008516,              0.0008516
                    119,                 1.2211,                0.68415,                0.93147,                0.93016,                0.80606,                0.87941,                0.46616,                 1.5173,                0.81071,                 1.1136,              0.0008417,              0.0008417,              0.0008417
                    120,                 1.1958,                 0.6775,                0.92513,                0.92613,                0.79394,                0.88511,                0.46925,                 1.5725,                0.82563,                  1.116,              0.0008318,              0.0008318,              0.0008318
                    121,                 1.1842,                0.68716,                0.94347,                0.92613,                0.79394,                0.88511,                0.46925,                 1.5725,                0.82563,                  1.116,              0.0008219,              0.0008219,              0.0008219
                    122,                 1.2133,                0.68432,                0.92853,                0.92394,                0.78788,                0.87339,                0.43936,                 1.6434,                0.84474,                 1.1355,               0.000812,               0.000812,               0.000812
                    123,                 1.2296,                0.73075,                0.96807,                0.92394,                0.78788,                0.87339,                0.43936,                 1.6434,                0.84474,                 1.1355,              0.0008021,              0.0008021,              0.0008021
                    124,                 1.2051,                0.69404,                0.94071,                 0.9277,                0.78788,                0.86633,                0.45122,                 1.6186,                0.85809,                 1.1432,              0.0007922,              0.0007922,              0.0007922
                    125,                 1.2066,                0.69615,                0.93861,                 0.9277,                0.78788,                0.86633,                0.45122,                 1.6186,                0.85809,                 1.1432,              0.0007823,              0.0007823,              0.0007823
                    126,                 1.2114,                 0.6878,                0.94068,                0.92364,                0.80639,                0.88106,                0.47368,                 1.5521,                0.84473,                 1.1283,              0.0007724,              0.0007724,              0.0007724
                    127,                 1.1623,                0.69555,                0.92345,                0.92364,                0.80639,                0.88106,                0.47368,                 1.5521,                0.84473,                 1.1283,              0.0007625,              0.0007625,              0.0007625
                    128,                 1.1698,                0.68269,                0.92969,                0.92396,                0.81011,                0.87973,                0.48918,                 1.5083,                 0.8209,                 1.1163,              0.0007526,              0.0007526,              0.0007526
                    129,                 1.1488,                 0.6976,                0.95156,                0.92396,                0.81011,                0.87973,                0.48918,                 1.5083,                 0.8209,                 1.1163,              0.0007427,              0.0007427,              0.0007427
                    130,                 1.1663,                0.69087,                0.94603,                0.93422,                0.81818,                0.89141,                0.49574,                 1.4893,                0.80001,                 1.1097,              0.0007328,              0.0007328,              0.0007328
                    131,                  1.145,                0.66599,                0.94182,                0.93422,                0.81818,                0.89141,                0.49574,                 1.4893,                0.80001,                 1.1097,              0.0007229,              0.0007229,              0.0007229
                    132,                 1.2287,                0.67923,                0.94388,                0.93468,                0.78182,                0.88406,                0.49426,                 1.5159,                0.80031,                 1.1176,               0.000713,               0.000713,               0.000713
                    133,                 1.1173,                0.67327,                 0.9339,                0.93468,                0.78182,                0.88406,                0.49426,                 1.5159,                0.80031,                 1.1176,              0.0007031,              0.0007031,              0.0007031
                    134,                 1.1378,                0.65441,                0.91554,                0.93284,                0.78182,                0.88219,                0.47708,                 1.5895,                0.81093,                 1.1384,              0.0006932,              0.0006932,              0.0006932
                    135,                 1.1736,                0.67791,                0.92513,                0.93284,                0.78182,                0.88219,                0.47708,                 1.5895,                0.81093,                 1.1384,              0.0006833,              0.0006833,              0.0006833
                    136,                 1.1455,                0.67803,                0.93671,                0.92187,                0.78664,                0.90079,                0.46393,                 1.6064,                0.81094,                  1.144,              0.0006734,              0.0006734,              0.0006734
                    137,                 1.2188,                  0.696,                0.95052,                0.92187,                0.78664,                0.90079,                0.46393,                 1.6064,                0.81094,                  1.144,              0.0006635,              0.0006635,              0.0006635
                    138,                 1.2007,                0.69245,                0.95851,                0.94134,                0.79394,                0.90385,                0.47852,                 1.5443,                0.78989,                 1.1282,              0.0006536,              0.0006536,              0.0006536
                    139,                 1.1661,                0.70364,                0.95987,                0.94134,                0.79394,                0.90385,                0.47852,                 1.5443,                0.78989,                 1.1282,              0.0006437,              0.0006437,              0.0006437
                    140,                 1.1639,                 0.6642,                0.93449,                0.94347,                0.81212,                0.90628,                0.48178,                 1.4859,                0.77139,                 1.1136,              0.0006338,              0.0006338,              0.0006338
                    141,                 1.1527,                0.66696,                0.92051,                0.94347,                0.81212,                0.90628,                0.48178,                 1.4859,                0.77139,                 1.1136,              0.0006239,              0.0006239,              0.0006239
                    142,                 1.1377,                0.66261,                0.92996,                0.91992,                0.83636,                0.91072,                0.49045,                 1.4935,                0.78139,                 1.1215,               0.000614,               0.000614,               0.000614
                    143,                 1.1761,                0.67056,                0.93947,                0.91992,                0.83636,                0.91072,                0.49045,                 1.4935,                0.78139,                 1.1215,              0.0006041,              0.0006041,              0.0006041
                    144,                 1.1381,                0.65696,                 0.9267,                0.92336,                0.81212,                0.90473,                0.48977,                   1.49,                0.77594,                 1.1186,              0.0005942,              0.0005942,              0.0005942
                    145,                 1.2531,                0.69923,                0.94092,                0.92336,                0.81212,                0.90473,                0.48977,                   1.49,                0.77594,                 1.1186,              0.0005843,              0.0005843,              0.0005843
                    146,                 1.1857,                0.65733,                0.92265,                0.95439,                    0.8,                0.89651,                 0.4908,                 1.4829,                0.77642,                 1.1151,              0.0005744,              0.0005744,              0.0005744
                    147,                 1.1794,                0.68044,                 0.9339,                0.95439,                    0.8,                0.89651,                 0.4908,                 1.4829,                0.77642,                 1.1151,              0.0005645,              0.0005645,              0.0005645
                    148,                 1.2053,                0.67866,                0.94566,                0.94247,                0.79434,                 0.8946,                0.48128,                 1.5113,                0.77384,                 1.1248,              0.0005546,              0.0005546,              0.0005546
                    149,                 1.1691,                0.68779,                0.92194,                0.94247,                0.79434,                 0.8946,                0.48128,                 1.5113,                0.77384,                 1.1248,              0.0005447,              0.0005447,              0.0005447
                    150,                 1.1333,                0.66172,                0.92398,                0.94847,                0.78091,                0.87502,                0.47388,                 1.5355,                0.77653,                 1.1291,              0.0005348,              0.0005348,              0.0005348
                    151,                 1.1283,                0.68522,                0.92369,                0.94847,                0.78091,                0.87502,                0.47388,                 1.5355,                0.77653,                 1.1291,              0.0005249,              0.0005249,              0.0005249
                    152,                 1.1478,                0.65943,                0.94173,                0.93832,                0.78788,                0.89281,                0.48186,                 1.5169,                0.77244,                 1.1184,               0.000515,               0.000515,               0.000515
                    153,                 1.1678,                0.65825,                0.91457,                0.93832,                0.78788,                0.89281,                0.48186,                 1.5169,                0.77244,                 1.1184,              0.0005051,              0.0005051,              0.0005051
                    154,                 1.1149,                0.64535,                0.91413,                0.87325,                0.83508,                0.88365,                0.49195,                 1.4798,                0.76444,                 1.1105,              0.0004952,              0.0004952,              0.0004952
