                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.71808,                0.45412,                0.93328,                0.91289,                 0.7744,                0.87007,                0.54545,                 1.2794,                0.65558,                 1.0817,               0.000515,               0.000515,               0.000515
                    153,                0.68943,                 0.4436,                0.92872,                0.93999,                0.77161,                0.88603,                0.55924,                 1.2631,                0.64344,                 1.0837,              0.0005051,              0.0005051,              0.0005051
                    154,                 0.6742,                0.43699,                0.93947,                0.91586,                0.78818,                0.88126,                0.56147,                 1.2533,                0.65006,                 1.0738,              0.0004952,              0.0004952,              0.0004952
                    155,                0.73298,                0.46133,                0.92515,                0.92831,                0.78818,                0.87639,                0.56308,                 1.2574,                0.64472,                 1.0762,              0.0004853,              0.0004853,              0.0004853
                    156,                0.68284,                0.43819,                0.92924,                 0.9504,                0.75507,                0.86416,                0.55688,                 1.2732,                0.66456,                 1.0979,              0.0004754,              0.0004754,              0.0004754
                    157,                0.72128,                0.44433,                0.92579,                0.91902,                0.78269,                0.86499,                0.54736,                 1.3005,                0.67867,                 1.0969,              0.0004655,              0.0004655,              0.0004655
                    158,                0.70012,                0.43822,                0.91891,                0.95738,                0.77469,                0.87804,                0.55971,                 1.2721,                0.65625,                 1.1004,              0.0004556,              0.0004556,              0.0004556
                    159,                0.70368,                0.43912,                0.91743,                0.91345,                0.74877,                 0.8558,                0.54563,                 1.2912,                0.66534,                 1.0944,              0.0004457,              0.0004457,              0.0004457
                    160,                0.67899,                0.42207,                0.91265,                0.95707,                0.76847,                0.86906,                0.55371,                 1.2729,                0.65155,                 1.0899,              0.0004358,              0.0004358,              0.0004358
                    161,                0.66575,                0.43078,                0.93113,                0.94394,                0.78818,                 0.8769,                0.55641,                 1.2883,                0.64841,                 1.0993,              0.0004259,              0.0004259,              0.0004259
                    162,                0.67112,                0.42286,                0.91462,                0.94932,                0.80296,                0.88444,                0.55886,                 1.2677,                0.63319,                 1.1021,               0.000416,               0.000416,               0.000416
                    163,                0.68754,                0.43415,                 0.9258,                0.94598,                0.77833,                0.87583,                 0.5435,                 1.3177,                0.64677,                 1.1216,              0.0004061,              0.0004061,              0.0004061
                    164,                0.71235,                0.44565,                0.92269,                0.95203,                0.78221,                0.86703,                0.55556,                 1.2733,                0.64438,                 1.1032,              0.0003962,              0.0003962,              0.0003962
                    165,                0.70567,                0.43141,                0.92139,                0.91202,                0.81706,                0.87868,                0.54464,                 1.3134,                0.64859,                 1.0953,              0.0003863,              0.0003863,              0.0003863
                    166,                0.68832,                0.43276,                0.92169,                0.93036,                0.78975,                0.87825,                0.55695,                 1.2834,                0.65147,                 1.0923,              0.0003764,              0.0003764,              0.0003764
                    167,                0.69977,                 0.4347,                0.91106,                 0.9172,                 0.7734,                0.87573,                0.56189,                 1.2732,                0.63987,                 1.0894,              0.0003665,              0.0003665,              0.0003665
                    168,                0.68418,                0.42812,                0.92151,                0.88953,                0.79803,                0.87735,                 0.5615,                 1.2693,                0.64405,                  1.081,              0.0003566,              0.0003566,              0.0003566
                    169,                0.69812,                0.43777,                0.91755,                0.93653,                 0.7996,                0.89086,                0.57341,                 1.2493,                0.64259,                  1.078,              0.0003467,              0.0003467,              0.0003467
                    170,                0.67687,                0.41774,                0.92628,                0.89154,                0.79803,                0.87734,                0.56913,                 1.2667,                0.63126,                 1.0728,              0.0003368,              0.0003368,              0.0003368
                    171,                0.65194,                0.40367,                0.92045,                 0.9013,                0.80972,                0.88596,                0.56015,                 1.2818,                0.64536,                 1.0819,              0.0003269,              0.0003269,              0.0003269
                    172,                0.68705,                0.43613,                 0.9158,                0.90653,                0.81221,                0.88145,                0.56783,                 1.2602,                0.62156,                  1.075,               0.000317,               0.000317,               0.000317
                    173,                0.65619,                0.41666,                0.90886,                0.91165,                0.81328,                0.88525,                0.56216,                 1.2531,                0.63267,                 1.0693,              0.0003071,              0.0003071,              0.0003071
                    174,                0.63161,                0.40267,                0.90744,                0.91548,                0.80296,                0.88696,                0.57029,                 1.2605,                0.63147,                 1.0704,              0.0002972,              0.0002972,              0.0002972
                    175,                0.65513,                0.40717,                0.90821,                0.91494,                0.80788,                  0.886,                 0.5725,                 1.2555,                0.63579,                 1.0758,              0.0002873,              0.0002873,              0.0002873
                    176,                0.64823,                0.41038,                 0.9242,                0.92925,                0.78325,                0.87873,                 0.5616,                 1.2561,                0.63752,                 1.0723,              0.0002774,              0.0002774,              0.0002774
                    177,                0.62477,                0.39821,                0.92227,                0.92819,                0.76412,                0.87591,                 0.5627,                 1.2504,                0.62656,                 1.0686,              0.0002675,              0.0002675,              0.0002675
                    178,                0.62256,                0.39476,                0.90293,                0.88185,                0.80788,                0.87759,                 0.5635,                 1.2565,                0.63671,                 1.0721,              0.0002576,              0.0002576,              0.0002576
                    179,                0.62239,                0.39663,                0.90722,                0.92519,                0.79199,                0.87933,                0.56263,                 1.2842,                0.65535,                 1.0917,              0.0002477,              0.0002477,              0.0002477
                    180,                0.66535,                0.41259,                0.91487,                 0.9135,                0.78036,                0.87961,                0.56726,                  1.267,                0.64409,                 1.0836,              0.0002378,              0.0002378,              0.0002378
                    181,                0.61169,                0.39839,                0.91285,                0.91493,                0.78325,                0.88051,                0.56634,                 1.2634,                0.65132,                 1.0871,              0.0002279,              0.0002279,              0.0002279
                    182,                0.67911,                0.41949,                0.91264,                0.93553,                0.78629,                0.88093,                0.56606,                 1.2653,                0.66613,                 1.0884,               0.000218,               0.000218,               0.000218
                    183,                 0.6726,                0.41523,                0.91206,                0.95366,                0.75862,                0.87415,                0.56622,                 1.2485,                0.66709,                 1.0753,              0.0002081,              0.0002081,              0.0002081
                    184,                 0.6365,                0.39389,                0.90198,                0.94238,                0.75369,                0.87297,                0.57095,                 1.2448,                0.65782,                 1.0689,              0.0001982,              0.0001982,              0.0001982
                    185,                 0.6535,                  0.413,                 0.9244,                0.94269,                0.75862,                0.87719,                0.56243,                 1.2644,                0.66207,                 1.0767,              0.0001883,              0.0001883,              0.0001883
                    186,                0.62718,                0.39825,                0.91053,                0.90423,                0.79803,                0.87798,                0.56626,                 1.2678,                0.65904,                 1.0758,              0.0001784,              0.0001784,              0.0001784
                    187,                0.59138,                0.37896,                0.90898,                0.91433,                 0.7931,                0.88799,                0.57353,                 1.2524,                 0.6533,                  1.071,              0.0001685,              0.0001685,              0.0001685
                    188,                0.68251,                0.42053,                0.90634,                0.92894,                0.79803,                0.88647,                0.57781,                 1.2452,                0.65561,                 1.0718,              0.0001586,              0.0001586,              0.0001586
                    189,                0.65025,                0.40517,                0.91038,                0.93023,                0.78809,                0.88273,                0.57198,                 1.2505,                0.66325,                 1.0806,              0.0001487,              0.0001487,              0.0001487
                    190,                0.60653,                0.38209,                0.90601,                0.94634,                0.78325,                0.88114,                0.57122,                 1.2593,                0.66797,                  1.082,              0.0001388,              0.0001388,              0.0001388
                    191,                0.55295,                 0.3441,                0.87606,                0.94027,                0.77546,                0.87843,                0.56258,                 1.2572,                0.65778,                 1.0736,              0.0001289,              0.0001289,              0.0001289
                    192,                0.54481,                0.33548,                0.86737,                0.92968,                0.78818,                0.88029,                0.56774,                 1.2429,                0.64168,                 1.0697,               0.000119,               0.000119,               0.000119
                    193,                0.54291,                0.33394,                 0.8651,                0.92517,                0.79179,                0.88255,                0.56693,                 1.2505,                0.64529,                 1.0748,              0.0001091,              0.0001091,              0.0001091
                    194,                0.55378,                0.34086,                0.85706,                0.94689,                0.77833,                0.88548,                0.56305,                 1.2686,                0.66131,                 1.0808,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.55322,                0.33763,                0.86865,                0.90143,                0.82266,                 0.8892,                0.56218,                 1.2734,                0.64966,                 1.0827,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.58024,                0.35582,                0.87187,                0.89668,                0.81773,                0.88363,                0.56871,                 1.2694,                0.64569,                  1.086,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.53936,                0.33073,                0.85872,                0.90576,                0.80296,                0.87643,                0.56374,                 1.2708,                0.64792,                 1.0843,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.52825,                0.32608,                0.86514,                0.91694,                 0.7931,                0.87801,                0.55812,                 1.2805,                0.65115,                 1.0844,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.53914,                0.31939,                0.85348,                0.92694,                0.80296,                0.88167,                 0.5644,                 1.2704,                 0.6487,                 1.0808,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.53353,                0.33028,                0.86365,                0.91533,                0.81281,                0.88187,                0.56794,                  1.266,                0.64111,                 1.0793,               3.98e-05,               3.98e-05,               3.98e-05
